,HC,PrEP,HIV_W0,HIV_W48
Sub1,12.211660713204576,18.900729108244533,21.49082143519377,25.092289294441844
Sub2,15.28122540412908,60.8711908767994,21.58353421101428,11.948214007175167
Sub3,13.701035296966761,2.3649280239297066,9.54941590951233,12.764519315759372
Sub4,30.895441060725314,12.376145073845578,26.33042833302429,29.267404981022203
Sub5,4.564993642913362,2.065806692839783,7.073984795104765,5.485363697811054
Sub6,23.34564388206091,3.4212002243409985,13.971815316150565,15.44220870379036
