MC,mean_A_%,mean_B_%,median_A_%,median_B_%,delta_arcsin,n_A,n_B,p,p_adj,signed_logFDR,grpA,grpB,test,contrast
MC18,4.234285714285715,10.798461538461538,3.25,11.04,-0.1334761112108747,14,13,0.0005211945251563339,0.0020847781006253356,-2.6809401636170653,HIV_W0,HC,unpaired,HIV_W0_vs_HC
MC19,7.594285714285715,6.546153846153847,7.0600000000000005,6.419999999999999,0.015070809417224107,14,13,0.6273331105605962,0.6273331105605962,0.20250178985104014,HIV_W0,HC,unpaired,HIV_W0_vs_HC
MC20,0.20428571428571424,0.4861538461538461,0.14999999999999997,0.54,-0.025045132959133465,14,13,0.001714529521323308,0.0042863238033082705,-2.3679150239898994,HIV_W0,HC,unpaired,HIV_W0_vs_HC
MC1,3.1714285714285717,0.06999999999999998,0.55,0.04,0.10753808865364518,14,10,0.00016953386870739736,0.0008476693435369868,3.0717735230754046,HIV_W0,PrEP,unpaired,HIV_W0_vs_PrEP
MC2,1.7557142857142858,0.11999999999999997,1.0899999999999999,0.07,0.09256632604206938,14,10,4.6756750520685636e-05,0.00031408981023440895,3.5029461528429837,HIV_W0,PrEP,unpaired,HIV_W0_vs_PrEP
MC3,5.509999999999999,0.422,4.8,0.39,0.15898944420864303,14,10,4.69348478695817e-05,0.00031408981023440895,3.5029461528429837,HIV_W0,PrEP,unpaired,HIV_W0_vs_PrEP
MC4,15.032857142857141,8.786,13.25,9.02,0.08568837971289933,14,10,0.18768277253339627,0.250243696711195,0.6016368529815999,HIV_W0,PrEP,unpaired,HIV_W0_vs_PrEP
MC5,3.3385714285714285,1.7,2.46,0.91,0.0526755493905197,14,10,0.037564852087227395,0.07512970417445479,1.124188321204896,HIV_W0,PrEP,unpaired,HIV_W0_vs_PrEP
MC6,21.33142857142857,13.446000000000002,20.560000000000002,13.29,0.09758353677212828,14,10,0.024175467648377084,0.053723261440837965,1.2698376299801688,HIV_W0,PrEP,unpaired,HIV_W0_vs_PrEP
MC7,5.355714285714285,6.338,4.199999999999999,6.3100000000000005,-0.02589695803889519,14,10,0.3958628946276468,0.4166977838185756,-0.38017880930495607,HIV_W0,PrEP,unpaired,HIV_W0_vs_PrEP
MC8,5.88857142857143,5.186000000000001,6.85,4.6899999999999995,0.012771960227285023,14,10,0.703376433708422,0.703376433708422,0.15281218660458076,HIV_W0,PrEP,unpaired,HIV_W0_vs_PrEP
MC9,0.9414285714285716,0.49399999999999994,0.82,0.28,0.024213355014781737,14,10,0.24136187149837762,0.28395514293926777,0.5467502610537116,HIV_W0,PrEP,unpaired,HIV_W0_vs_PrEP
MC10,1.58,1.124,1.34,1.1600000000000001,0.014737523101229888,14,10,0.2657040892371225,0.295226765819025,0.5298442711018684,HIV_W0,PrEP,unpaired,HIV_W0_vs_PrEP
MC11,1.6500000000000001,2.45,1.0699999999999998,2.59,-0.04144391624752318,14,10,0.024083107785367906,0.053723261440837965,-1.2698376299801688,HIV_W0,PrEP,unpaired,HIV_W0_vs_PrEP
MC12,0.8300000000000001,3.3659999999999997,0.27999999999999997,3.4,-0.10508846832588783,14,10,0.0002510195888022144,0.0010040783552088576,-2.9982323948533183,HIV_W0,PrEP,unpaired,HIV_W0_vs_PrEP
MC13,0.812857142857143,1.316,0.8300000000000001,1.12,-0.0253996989636978,14,10,0.04309859402813266,0.07836108005115029,-1.1058995867530772,HIV_W0,PrEP,unpaired,HIV_W0_vs_PrEP
MC14,0.822857142857143,0.47400000000000003,0.78,0.43,0.01991665317602148,14,10,0.09472758892138917,0.13532512703055596,0.8686215565617221,HIV_W0,PrEP,unpaired,HIV_W0_vs_PrEP
MC15,2.7071428571428564,1.004,1.55,0.9199999999999999,0.05275853706953629,14,10,0.07386444478286722,0.11363760735825726,0.9444779189304923,HIV_W0,PrEP,unpaired,HIV_W0_vs_PrEP
MC16,10.142857142857142,6.997999999999999,10.52,6.97,0.051454919338579874,14,10,0.04981383253425686,0.08302305422376144,1.0808012939865572,HIV_W0,PrEP,unpaired,HIV_W0_vs_PrEP
MC17,7.095714285714285,8.296000000000001,6.35,8.02,-0.02789937298199935,14,10,0.2300006864650277,0.28395514293926777,-0.5467502610537116,HIV_W0,PrEP,unpaired,HIV_W0_vs_PrEP
MC18,4.234285714285715,21.344,3.25,22.12,-0.28096299277267134,14,10,4.711347153516134e-05,0.00031408981023440895,-3.5029461528429837,HIV_W0,PrEP,unpaired,HIV_W0_vs_PrEP
MC19,7.594285714285715,16.674,7.0600000000000005,15.330000000000002,-0.1491015418636124,14,10,0.0003963274785936292,0.0013210915953120973,-2.8790670703797434,HIV_W0,PrEP,unpaired,HIV_W0_vs_PrEP
MC20,0.20428571428571424,0.392,0.14999999999999997,0.4,-0.017977767184732353,14,10,0.017325377048083793,0.049501077280239406,-1.3053853495154724,HIV_W0,PrEP,unpaired,HIV_W0_vs_PrEP
MC1,0.06999999999999998,0.18307692307692308,0.04,0.16,-0.020255297629273295,10,13,0.020978600118391557,0.046619111374203465,-1.33143600899987,PrEP,HC,unpaired,PrEP_vs_HC
MC2,0.11999999999999997,0.24461538461538462,0.07,0.2,-0.017553992452732436,10,13,0.0234247573196257,0.0468495146392514,-1.3292949040416615,PrEP,HC,unpaired,PrEP_vs_HC
MC3,0.422,0.36615384615384616,0.39,0.32,0.0041424724530138984,10,13,0.38443788500128906,0.4522798647073989,0.3445927464152998,PrEP,HC,unpaired,PrEP_vs_HC
MC4,8.786,6.54,9.02,5.7,0.04398252393109506,10,13,0.12865542768146415,0.19793142720225257,0.7034852438082198,PrEP,HC,unpaired,PrEP_vs_HC
MC5,1.7,1.2384615384615383,0.91,1.04,0.010958852932582405,10,13,0.7328411727847478,0.7714117608260503,0.11271374423207081,PrEP,HC,unpaired,PrEP_vs_HC
MC6,13.446000000000002,7.333846153846154,13.29,6.1,0.11184881708823369,10,13,0.0029054396593474942,0.011621758637389977,1.9347281483033847,PrEP,HC,unpaired,PrEP_vs_HC
MC7,6.338,9.069230769230769,6.3100000000000005,9.4,-0.05294564338357388,10,13,0.034934951720122245,0.0635180940365859,-1.1971025420956376,PrEP,HC,unpaired,PrEP_vs_HC
MC8,5.186000000000001,2.4861538461538464,4.6899999999999995,2.16,0.06650860885097112,10,13,0.018382347620320823,0.04595586905080205,1.3376590167346731,PrEP,HC,unpaired,PrEP_vs_HC
MC9,0.49399999999999994,0.6615384615384615,0.28,0.4,-0.008789348450889217,10,13,0.5761716458747898,0.6401907176386552,-0.1936906271421152,PrEP,HC,unpaired,PrEP_vs_HC
MC10,1.124,3.5030769230769225,1.1600000000000001,3.34,-0.07827577868178709,10,13,0.0002242246508976228,0.002242246508976228,-2.6493166434792097,PrEP,HC,unpaired,PrEP_vs_HC
MC11,2.45,4.835384615384616,2.59,4.44,-0.05097867071396012,10,13,0.19268179134900476,0.27525970192714966,-0.5602573647479683,PrEP,HC,unpaired,PrEP_vs_HC
MC12,3.3659999999999997,5.730769230769231,3.4,5.12,-0.05212982665121044,10,13,0.07714537101088102,0.12857561835146838,-0.8908413783738967,PrEP,HC,unpaired,PrEP_vs_HC
MC13,1.316,1.4107692307692308,1.12,1.2,-0.004372037739893447,10,13,0.7800789584221767,0.7800789584221767,-0.10786143644857052,PrEP,HC,unpaired,PrEP_vs_HC
MC14,0.47400000000000003,0.5861538461538462,0.43,0.62,-0.005798372401355889,10,13,0.3517598907159033,0.4396998633948791,-0.35684366930606,PrEP,HC,unpaired,PrEP_vs_HC
MC15,1.004,6.6707692307692295,0.9199999999999999,5.800000000000001,-0.1424589449239249,10,13,0.0009042163358354784,0.004521081679177392,-2.3447576468043265,PrEP,HC,unpaired,PrEP_vs_HC
MC16,6.997999999999999,17.34153846153846,6.97,14.78,-0.15073883037301183,10,13,0.005784156452147102,0.01928052150715701,-1.7148812233057258,PrEP,HC,unpaired,PrEP_vs_HC
MC17,8.296000000000001,13.967692307692305,8.02,14.6,-0.08995810780566371,10,13,0.01201500322427478,0.03432858064078509,-1.4643441526656578,PrEP,HC,unpaired,PrEP_vs_HC
MC18,21.344,10.798461538461538,22.12,11.04,0.14748688156179668,10,13,0.0005130844041606607,0.0034205626944044045,2.465902445121217,PrEP,HC,unpaired,PrEP_vs_HC
MC19,16.674,6.546153846153847,15.330000000000002,6.419999999999999,0.16417235128083651,10,13,8.212840143671077e-05,0.0016425680287342156,2.7844766346192844,PrEP,HC,unpaired,PrEP_vs_HC
MC20,0.392,0.4861538461538461,0.4,0.54,-0.007067365774401112,10,13,0.3354599171587006,0.4396998633948791,-0.35684366930606,PrEP,HC,unpaired,PrEP_vs_HC
MC1,0.3914285714285714,3.1714285714285713,0.16,0.55,-0.0778855094321345,14,14,0.008544921875,0.0213623046875,-1.670351894945461,HIV_W48,HIV_W0,paired,HIV_W48_vs_HIV_W0
MC2,0.5785714285714285,1.7557142857142858,0.29000000000000004,1.0899999999999999,-0.05986724880616573,14,14,0.008544921875,0.0213623046875,-1.670351894945461,HIV_W48,HIV_W0,paired,HIV_W48_vs_HIV_W0
MC3,1.405714285714286,5.510000000000001,0.77,4.8,-0.1168192847445129,14,14,0.0067138671875,0.0213623046875,-1.670351894945461,HIV_W48,HIV_W0,paired,HIV_W48_vs_HIV_W0
MC4,10.41,15.032857142857141,8.17,13.25,-0.06612146389052487,14,14,0.2412109375,0.301513671875,-0.5206929903720898,HIV_W48,HIV_W0,paired,HIV_W48_vs_HIV_W0
MC5,2.435714285714286,3.3385714285714285,2.36,2.46,-0.023494903596529476,14,14,0.118896484375,0.18291766826923078,-0.7377443433959956,HIV_W48,HIV_W0,paired,HIV_W48_vs_HIV_W0
MC6,15.624285714285714,21.33142857142857,12.59,20.560000000000002,-0.07774665495641436,14,14,0.0784912109375,0.156982421875,-0.8041489750435523,HIV_W48,HIV_W0,paired,HIV_W48_vs_HIV_W0
MC7,8.807142857142857,5.355714285714286,9.100000000000001,4.199999999999999,0.07096718048258219,14,14,0.001220703125,0.006103515625,2.2144199392957367,HIV_W48,HIV_W0,paired,HIV_W48_vs_HIV_W0
MC8,4.951428571428572,5.888571428571429,5.2,6.85,-0.020013470399747907,14,14,0.3909912109375,0.45998965992647056,-0.33725193068222653,HIV_W48,HIV_W0,paired,HIV_W48_vs_HIV_W0
MC9,0.7185714285714285,0.9414285714285714,0.72,0.82,-0.007691510212091385,14,14,0.08686008151624075,0.15792742093861956,-0.8015424568921996,HIV_W48,HIV_W0,paired,HIV_W48_vs_HIV_W0
MC10,2.2685714285714282,1.5800000000000003,2.08,1.34,0.02450912247713989,14,14,0.0579833984375,0.1288519965277778,0.8899088477822326,HIV_W48,HIV_W0,paired,HIV_W48_vs_HIV_W0
MC11,3.52,1.6500000000000001,2.64,1.0699999999999998,0.06458062849864271,14,14,0.0001220703125,0.001220703125,2.9133899436317554,HIV_W48,HIV_W0,paired,HIV_W48_vs_HIV_W0
MC12,0.8242857142857142,0.83,0.38,0.27999999999999997,0.0022671577774872748,14,14,0.8613042569883052,0.9165119078638939,0.03786188805475468,HIV_W48,HIV_W0,paired,HIV_W48_vs_HIV_W0
MC13,1.32,0.812857142857143,1.23,0.8300000000000001,0.023526013211439614,14,14,0.0040283203125,0.01611328125,1.7928160124259056,HIV_W48,HIV_W0,paired,HIV_W48_vs_HIV_W0
MC14,0.8242857142857144,0.822857142857143,0.77,0.78,-0.0015657508037464074,14,14,0.9031982421875,0.9165119078638939,-0.03786188805475468,HIV_W48,HIV_W0,paired,HIV_W48_vs_HIV_W0
MC15,6.867142857142858,2.7071428571428564,4.33,1.55,0.08962486213881427,14,14,0.0001220703125,0.001220703125,2.9133899436317554,HIV_W48,HIV_W0,paired,HIV_W48_vs_HIV_W0
MC16,16.83142857142857,10.14285714285714,15.08,10.52,0.09822308196011009,14,14,0.0003662109375,0.00244140625,2.612359947967774,HIV_W48,HIV_W0,paired,HIV_W48_vs_HIV_W0
MC17,7.020000000000001,7.095714285714285,6.64,6.35,0.00023686235753211937,14,14,0.916511907863894,0.9165119078638939,0.03786188805475468,HIV_W48,HIV_W0,paired,HIV_W48_vs_HIV_W0
MC18,5.345714285714286,4.234285714285714,4.07,3.25,0.03091547354760249,14,14,0.10400390625,0.17333984375,0.761101599248699,HIV_W48,HIV_W0,paired,HIV_W48_vs_HIV_W0
MC19,9.557142857142859,7.594285714285715,9.85,7.0600000000000005,0.03244833339907971,14,14,0.153076171875,0.21868024553571427,0.6601904471513148,HIV_W48,HIV_W0,paired,HIV_W48_vs_HIV_W0
MC20,0.29857142857142854,0.20428571428571426,0.3,0.14999999999999997,0.007744732441485332,14,14,0.17295491798842066,0.23060655731789423,0.63712834766366,HIV_W48,HIV_W0,paired,HIV_W48_vs_HIV_W0
MC1,0.39142857142857146,0.18307692307692308,0.16,0.16,0.009397281592237357,14,13,0.6970246880002142,0.8311061839385676,0.080343486260921,HIV_W48,HC,unpaired,HIV_W48_vs_HC
MC2,0.5785714285714284,0.24461538461538462,0.29000000000000004,0.2,0.015145084783171212,14,13,0.40825597991087936,0.5832228284441133,0.23416548525031028,HIV_W48,HC,unpaired,HIV_W48_vs_HC
MC3,1.405714285714286,0.36615384615384616,0.77,0.32,0.046312631917144007,14,13,0.0008056013246280128,0.008056013246280129,2.0938798283554267,HIV_W48,HC,unpaired,HIV_W48_vs_HC
MC4,10.41,6.54,8.17,5.7,0.06354943975346958,14,13,0.20699458537543947,0.390685308633168,0.4081729197184186,HIV_W48,HC,unpaired,HIV_W48_vs_HC
MC5,2.435714285714286,1.2384615384615383,2.36,1.04,0.0401394987265726,14,13,0.23441118517990078,0.390685308633168,0.4081729197184186,HIV_W48,HC,unpaired,HIV_W48_vs_HC
MC6,15.624285714285715,7.333846153846154,12.59,6.1,0.13168569890394755,14,13,0.009427503987756908,0.03771001595102763,1.423543283891335,HIV_W48,HC,unpaired,HIV_W48_vs_HC
MC7,8.807142857142859,9.069230769230769,9.100000000000001,9.4,-0.007875420939886857,14,13,0.7895195033381495,0.8311061839385676,-0.080343486260921,HIV_W48,HC,unpaired,HIV_W48_vs_HC
MC8,4.951428571428572,2.4861538461538464,5.2,2.16,0.05926709867850821,14,13,0.030818058229215455,0.10272686076405152,0.9883159833127142,HIV_W48,HC,unpaired,HIV_W48_vs_HC
MC9,0.7185714285714287,0.6615384615384615,0.72,0.4,0.007732496351801121,14,13,0.38218847079439155,0.5832228284441133,0.23416548525031028,HIV_W48,HC,unpaired,HIV_W48_vs_HC
MC10,2.2685714285714282,3.5030769230769225,2.08,3.34,-0.039029133103417324,14,13,0.07253556447583386,0.18133891118958465,-0.7415089962258892,HIV_W48,HC,unpaired,HIV_W48_vs_HC
MC11,3.519999999999999,4.835384615384616,2.64,4.44,-0.02784195846284057,14,13,0.48166365977248615,0.6422182130299815,-0.19231738219172256,HIV_W48,HC,unpaired,HIV_W48_vs_HC
MC12,0.8242857142857145,5.730769230769231,0.38,5.12,-0.154951137199611,14,13,2.157024382496841e-05,0.0004314048764993682,-3.3651149500429387,HIV_W48,HC,unpaired,HIV_W48_vs_HC
MC13,1.32,1.4107692307692308,1.23,1.2,-0.006245723492151592,14,13,0.7158151954448941,0.8311061839385676,-0.080343486260921,HIV_W48,HC,unpaired,HIV_W48_vs_HC
MC14,0.8242857142857142,0.5861538461538462,0.77,0.62,0.012552529970919185,14,13,0.21572198733648895,0.390685308633168,0.4081729197184186,HIV_W48,HC,unpaired,HIV_W48_vs_HC
MC15,6.867142857142858,6.6707692307692295,4.33,5.800000000000001,-7.55457155743322e-05,14,13,0.7895508747416392,0.8311061839385676,-0.080343486260921,HIV_W48,HC,unpaired,HIV_W48_vs_HC
MC16,16.83142857142857,17.34153846153846,15.08,14.78,-0.0010608290743218673,14,13,0.865134745405447,0.865134745405447,-0.06291624556569839,HIV_W48,HC,unpaired,HIV_W48_vs_HC
MC17,7.019999999999999,13.967692307692305,6.64,14.6,-0.11762061843013094,14,13,0.001748436594696864,0.00874218297348432,-2.05838010798787,HIV_W48,HC,unpaired,HIV_W48_vs_HC
MC18,5.345714285714286,10.798461538461538,4.07,11.04,-0.10256063766327217,14,13,0.001480579151119589,0.00874218297348432,-2.05838010798787,HIV_W48,HC,unpaired,HIV_W48_vs_HC
MC19,9.557142857142859,6.546153846153847,9.85,6.419999999999999,0.04751914281630393,14,13,0.1984628844147559,0.390685308633168,0.4081729197184186,HIV_W48,HC,unpaired,HIV_W48_vs_HC
MC20,0.29857142857142854,0.4861538461538461,0.3,0.54,-0.017300400517648133,14,13,0.04858165122886527,0.1388047177967579,-0.8575957725102826,HIV_W48,HC,unpaired,HIV_W48_vs_HC
MC1,0.39142857142857146,0.06999999999999998,0.16,0.04,0.029652579221510652,14,10,0.01691109643871272,0.0422777410967818,1.3738882251349658,HIV_W48,PrEP,unpaired,HIV_W48_vs_PrEP
MC2,0.5785714285714284,0.11999999999999997,0.29000000000000004,0.07,0.03269907723590365,14,10,0.008316347882084331,0.02772115960694777,1.557188606658891,HIV_W48,PrEP,unpaired,HIV_W48_vs_PrEP
MC3,1.405714285714286,0.422,0.77,0.39,0.04217015946413011,14,10,0.01175330394728057,0.03358086842080162,1.4739080769446822,HIV_W48,PrEP,unpaired,HIV_W48_vs_PrEP
MC4,10.41,8.786,8.17,9.02,0.01956691582237452,14,10,0.9532972046887879,0.953297204688788,0.020771680438470306,HIV_W48,PrEP,unpaired,HIV_W48_vs_PrEP
MC5,2.435714285714286,1.7,2.36,0.91,0.029180645793990198,14,10,0.265600063162291,0.40861548178814,0.3886851826673908,HIV_W48,PrEP,unpaired,HIV_W48_vs_PrEP
MC6,15.624285714285715,13.446000000000002,12.59,13.29,0.019836881815713858,14,10,0.9300109933136972,0.953297204688788,0.020771680438470306,HIV_W48,PrEP,unpaired,HIV_W48_vs_PrEP
MC7,8.807142857142859,6.338,9.100000000000001,6.3100000000000005,0.045070222443687025,14,10,0.16872309884178815,0.29630037596415565,0.5282677974600278,HIV_W48,PrEP,unpaired,HIV_W48_vs_PrEP
MC8,4.951428571428572,5.186000000000001,5.2,4.6899999999999995,-0.007241510172462912,14,10,0.8835923308956455,0.953297204688788,-0.020771680438470306,HIV_W48,PrEP,unpaired,HIV_W48_vs_PrEP
MC9,0.7185714285714287,0.49399999999999994,0.72,0.28,0.01652184480269034,14,10,0.10066156189985814,0.20132312379971626,0.6961063395581578,HIV_W48,PrEP,unpaired,HIV_W48_vs_PrEP
MC10,2.2685714285714282,1.124,2.08,1.1600000000000001,0.039246645578369765,14,10,0.06091173694118305,0.13535941542485122,0.8685115298835799,HIV_W48,PrEP,unpaired,HIV_W48_vs_PrEP
MC11,3.519999999999999,2.45,2.64,2.59,0.023136712251119546,14,10,0.5007112613753855,0.6258890767192318,0.20350262787146514,HIV_W48,PrEP,unpaired,HIV_W48_vs_PrEP
MC12,0.8242857142857145,3.3659999999999997,0.38,3.4,-0.10282131054840057,14,10,0.0002502398649022592,0.0016682657660150614,-2.7777347621397186,HIV_W48,PrEP,unpaired,HIV_W48_vs_PrEP
MC13,1.32,1.316,1.23,1.12,-0.0018736857522581446,14,10,0.8145796660370583,0.953297204688788,-0.020771680438470306,HIV_W48,PrEP,unpaired,HIV_W48_vs_PrEP
MC14,0.8242857142857142,0.47400000000000003,0.77,0.43,0.018350902372275074,14,10,0.17778022557849338,0.29630037596415565,0.5282677974600278,HIV_W48,PrEP,unpaired,HIV_W48_vs_PrEP
MC15,6.867142857142858,1.004,4.33,0.9199999999999999,0.14238339920835058,14,10,0.00015837580438761732,0.0015837580438761733,2.800311166329709,HIV_W48,PrEP,unpaired,HIV_W48_vs_PrEP
MC16,16.83142857142857,6.997999999999999,15.08,6.97,0.14967800129868997,14,10,0.0007603058428726097,0.0038015292143630483,2.420041667655746,HIV_W48,PrEP,unpaired,HIV_W48_vs_PrEP
MC17,7.019999999999999,8.296000000000001,6.64,8.02,-0.02766251062446723,14,10,0.4642143127710314,0.6189524170280419,-0.2083427367899986,HIV_W48,PrEP,unpaired,HIV_W48_vs_PrEP
MC18,5.345714285714286,21.344,4.07,22.12,-0.25004751922506885,14,10,4.711347153516134e-05,0.0009422694307032268,-3.025824898123321,HIV_W48,PrEP,unpaired,HIV_W48_vs_PrEP
MC19,9.557142857142859,16.674,9.85,15.330000000000002,-0.11665320846453259,14,10,0.005413914287949442,0.021655657151797767,-1.664428632849898,HIV_W48,PrEP,unpaired,HIV_W48_vs_PrEP
MC20,0.29857142857142854,0.392,0.3,0.4,-0.010233034743247021,14,10,0.31784383010311923,0.4540626144330275,-0.34288425457081523,HIV_W48,PrEP,unpaired,HIV_W48_vs_PrEP
